path,labels,phonemes
train\Voice2013.wav,कलेज सकिएपछी उनिहरु पहिलोपल्ट भेट्न लागिरहेका थिए।,k l eː d͡ʒ   s k i eː p t͡ʃʰ iː   u n i ɦ ɾ u   p ɦ i l oː p l  ʈ   bʱ eː ʈ  n   l aː g i ɾ ɦ eː k aː   t̪ʰ i eː
train\Voice799.wav,नेपालमा ठूला-ठूला जंगलहरु छन्।,n eː p aː l m aː   ʈʰ uː l aː ʈʰ uː l aː   d͡ʒ ̃ g l ɦ ɾ u   t͡ʃʰ n 
train\Voice572.wav,यी हामी सबै नेपालीको प्यारो देश हो र यसलाई हामीले आफ्नो प्राणभन्दा प्यारो ठानेका छौँ।,j iː   ɦ aː m iː   s b ai   n eː p aː l iː k oː   p  j aː ɾ oː   d̪ eː ʃ   ɦ oː   ɾ   j s l aː iː   ɦ aː m iː l eː   aː pʰ  n oː   p  ɾ aː ɳ bʱ n  d̪ aː   p  j aː ɾ oː   ʈʰ aː n eː k aː   t͡ʃʰ au ̃
train\Voice102.wav,पर्वतारोहण मानिसको सोखको कुरा हो।,p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ   m aː n i s k oː   s oː kʰ k oː   k u ɾ aː   ɦ oː
train\Voice1001.wav,महंगा लुगा र घरको चीजहरू किन्नुहोस् - के लागि? यो सबै एक राम्रो सामाजिक खडा स्थापित गर्न को लागी।,m ɦ ̃ g aː   l u g aː   ɾ   gʱ ɾ k oː   t͡ʃ iː d͡ʒ ɦ ɾ uː   k i n  n u ɦ oː s      k eː   l aː g i   j oː   s b ai   eː k   ɾ aː m  ɾ oː   s aː m aː d͡ʒ i k   kʰ ɖ aː   s  t̪ʰ aː p i t̪   g ɾ  n   k oː   l aː g iː
train\Voice582.wav,हत्केलाले मुख र नाकलाई पुछ्दै स्वाँ... स्वाँ गर्दै उसले भनी- म पर्छ्वारेया (पश्चिमपट्टिको) धारमा नुहाइरहेकी थिएँ ।,ɦ t̪  k eː l aː l eː   m u kʰ   ɾ   n aː k l aː iː   p u t͡ʃʰ  d̪ ai   s  ʋ aː ̃   s  ʋ aː ̃   g ɾ  d̪ ai   u s l eː   bʱ n iː   m   p ɾ  t͡ʃʰ  ʋ aː ɾ eː j aː   p ʃ  t͡ʃ i m p ʈ  ʈ i k oː   d̪ʱ aː ɾ m aː   n u ɦ aː i ɾ ɦ eː k iː   t̪ʰ i eː ̃  
train\Voice813.wav,"अनुशासनको पालना आफूभित्रैबाट हुनुपर्दछ, सबैले सचेत भई सामाजिक नीति-नियमका घेराभित्र रहेर काम गर्नु उचित हुन्छ।",ə n u ʃ aː s n k oː   p aː l n aː   aː pʰ uː bʱ i t̪  ɾ ai b aː ʈ   ɦ u n u p ɾ  d̪ t͡ʃʰ   s b ai l eː   s t͡ʃ eː t̪   bʱ iː   s aː m aː d͡ʒ i k   n iː t̪ i n i j m k aː   gʱ eː ɾ aː bʱ i t̪  ɾ   ɾ ɦ eː ɾ   k aː m   g ɾ  n u   u t͡ʃ i t̪   ɦ u n  t͡ʃʰ
train\Voice914.wav,नत्र ति साच्चैका अवसर बिहिन नारीहरुको नाम भजाएर सिमित नाकहरु ठड्याउनका लागि देखाइने यो गाइजात्रे ।,n t̪  ɾ   t̪ i   s aː t͡ʃ  t͡ʃ ai k aː   ə ʋ s ɾ   b i ɦ i n   n aː ɾ iː ɦ ɾ u k oː   n aː m   bʱ d͡ʒ aː eː ɾ   s i m i t̪   n aː k ɦ ɾ u   ʈʰ ɖ  j aː u n k aː   l aː g i   d̪ eː kʰ aː i n eː   j oː   g aː i d͡ʒ aː t̪  ɾ eː  
train\Voice892.wav,"आफ्ना काखमारहेका असंख्य नदीनाला,हिमश्रीन्खालम, वनजंगल जस्ता प्राकृतिक सम्पत्ति र र पुराना जमानाक सुन्दर ।",aː pʰ  n aː   k aː kʰ m aː ɾ ɦ eː k aː   ə s ̃ kʰ  j   n d̪ iː n aː l aː ɦ i m ʃ  ɾ iː n  kʰ aː l m   ʋ n d͡ʒ ̃ g l   d͡ʒ s  t̪ aː   p  ɾ aː k t̪ i k   s m  p t̪  t̪ i   ɾ   ɾ   p u ɾ aː n aː   d͡ʒ m aː n aː k   s u n  d̪ ɾ  
train\Voice969.wav,"उसको हात आफ्नो हातमा लिएर- हामी दुवैले मिलेर आफ्नो छोरालाई राम्ररी हेरौंला, माया गरौंला, पढाउँला-लेखाउँला र ठूलो पारौंला ।",u s k oː   ɦ aː t̪   aː pʰ  n oː   ɦ aː t̪ m aː   l i eː ɾ   ɦ aː m iː   d̪ u ʋ ai l eː   m i l eː ɾ   aː pʰ  n oː   t͡ʃʰ oː ɾ aː l aː iː   ɾ aː m  ɾ ɾ iː   ɦ eː ɾ au ̃ l aː   m aː j aː   g ɾ au ̃ l aː   p ɖʱ aː u ̃ l aː l eː kʰ aː u ̃ l aː   ɾ   ʈʰ uː l oː   p aː ɾ au ̃ l aː  
train\Voice575.wav,ती मध्ये एक खतरनाक र अहिले बढी मात्रामा चलिरहेको समस्या लागु पदार्थ हुन्।,t̪ iː   m d̪ʱ  j eː   eː k   kʰ t̪ ɾ n aː k   ɾ   ə ɦ i l eː   b ɖʱ iː   m aː t̪  ɾ aː m aː   t͡ʃ l i ɾ ɦ eː k oː   s m s  j aː   l aː g u   p d̪ aː ɾ  t̪ʰ   ɦ u n 
train\Voice937.wav,"यो देहातमा बारम्बार सम्झना हुन्छ, कम्पनी बगैंचाको ।",j oː   d̪ eː ɦ aː t̪ m aː   b aː ɾ m  b aː ɾ   s m  d͡ʒʱ n aː   ɦ u n  t͡ʃʰ   k m  p n iː   b g ai ̃ t͡ʃ aː k oː  
train\Voice841.wav,यस चाडमा खास गरी पटका पड्काएर अनि आतसबाजी गरेर मनोरञ्जन लिने चलन निकै बढ्दो छ।,j s   t͡ʃ aː ɖ m aː   kʰ aː s   g ɾ iː   p ʈ k aː   p ɖ  k aː eː ɾ   ə n i   aː t̪ s b aː d͡ʒ iː   g ɾ eː ɾ   m n oː ɾ ɲ  d͡ʒ n   l i n eː   t͡ʃ l n   n i k ai   b ɖʱ  d̪ oː   t͡ʃʰ
train\Voice162.wav,अचेल नेपालीहरुले विदेशीहरुलाई पाहुना ठान्ने र आवश्यक सेवाशुल्क लिई उनीहरुको आदर-सत्कार गर्ने नयाँ चलन अँगालेका छन् तापनि ।,ə t͡ʃ eː l   n eː p aː l iː ɦ ɾ u l eː   ʋ i d̪ eː ʃ iː ɦ ɾ u l aː iː   p aː ɦ u n aː   ʈʰ aː n  n eː   ɾ   aː ʋ ʃ  j k   s eː ʋ aː ʃ u l  k   l i iː   u n iː ɦ ɾ u k oː   aː d̪ ɾ s t̪  k aː ɾ   g ɾ  n eː   n j aː ̃   t͡ʃ l n   ə ̃ g aː l eː k aː   t͡ʃʰ n    t̪ aː p n i  
train\Voice977.wav,"हामीहरूले छोहोरा, मिश्री र नरिवल किन्यौं ।",ɦ aː m iː ɦ ɾ uː l eː   t͡ʃʰ oː ɦ oː ɾ aː   m i ʃ  ɾ iː   ɾ   n ɾ i ʋ l   k i n  j au ̃  
train\Voice119.wav,हुन् त् नेपालमा अरू थुप्रै भाषाहरू बोलिन्छन् तर सम्पूर्ण नेपालीहरूका बीचमा सम्पर्क कायम गर्ने भाषामा रूपमा नेपाली भाषा नै रहेको छ।,ɦ u n    t̪    n eː p aː l m aː   ə ɾ uː   t̪ʰ u p  ɾ ai   bʱ aː ʂ aː ɦ ɾ uː   b oː l i n  t͡ʃʰ n    t̪ ɾ   s m  p uː ɾ  ɳ   n eː p aː l iː ɦ ɾ uː k aː   b iː t͡ʃ m aː   s m  p ɾ  k   k aː j m   g ɾ  n eː   bʱ aː ʂ aː m aː   ɾ uː p m aː   n eː p aː l iː   bʱ aː ʂ aː   n ai   ɾ ɦ eː k oː   t͡ʃʰ
train\Voice755.wav,"न हो यो त्त्यस्तो अकस्मात्‌को मृत्यु जस्तो कि युद्धमा तातो गोली खाएर प्राण उडेको हुन्छ- सोच्दै नसोचेको गोली लाग्छ छातीमा, अनि त्यही अकस्मात्‌को आश्चर्यमा मान्छेको शरीर सेलाइहाल्छ ।",n   ɦ oː   j oː   t̪  t̪  j s  t̪ oː   ə k s  m aː t̪  k oː   m t̪  j u   d͡ʒ s  t̪ oː   k i   j u d̪  d̪ʱ m aː   t̪ aː t̪ oː   g oː l iː   kʰ aː eː ɾ   p  ɾ aː ɳ   u ɖ eː k oː   ɦ u n  t͡ʃʰ   s oː t͡ʃ  d̪ ai   n s oː t͡ʃ eː k oː   g oː l iː   l aː g  t͡ʃʰ   t͡ʃʰ aː t̪ iː m aː   ə n i   t̪  j ɦ iː   ə k s  m aː t̪  k oː   aː ʃ  t͡ʃ ɾ  j m aː   m aː n  t͡ʃʰ eː k oː   ʃ ɾ iː ɾ   s eː l aː i ɦ aː l  t͡ʃʰ  
train\Voice834.wav,"भ्याउ, काई, लेउ र पानीका लहराहरूले घेरिएर उभिएको थियो, पोखरीको मध्यमा एउटा कालो अग्राखको काठ।",bʱ  j aː u   k aː iː   l eː u   ɾ   p aː n iː k aː   l ɦ ɾ aː ɦ ɾ uː l eː   gʱ eː ɾ i eː ɾ   u bʱ i eː k oː   t̪ʰ i j oː   p oː kʰ ɾ iː k oː   m d̪ʱ  j m aː   eː u ʈ aː   k aː l oː   ə g  ɾ aː kʰ k oː   k aː ʈʰ
train\Voice718.wav,"हाम्रो समाजमा ‘गाँस छोड्नु,साथ नछोड्नू’ उखान ज्यादै लोकप्रिय छ।",ɦ aː m  ɾ oː   s m aː d͡ʒ m aː   g aː ̃ s   t͡ʃʰ oː ɖ  n u s aː t̪ʰ   n t͡ʃʰ oː ɖ  n uː   u kʰ aː n   d͡ʒ  j aː d̪ ai   l oː k p  ɾ i j   t͡ʃʰ
train\Voice552.wav,विश्वमा नेपाललाई चिन्नेले हामी नेपालीलाई पनि चिन्दछ।,ʋ i ʃ  ʋ m aː   n eː p aː l l aː iː   t͡ʃ i n  n eː l eː   ɦ aː m iː   n eː p aː l iː l aː iː   p n i   t͡ʃ i n  d̪ t͡ʃʰ
train\Voice95.wav,देशभक्तिलाई सर्वोपरि आधार र राष्ट्र निर्माणलाई अन्तिम लक्ष्य बनाएर युद्धारम्भ गरेका पृथ्वी जब एउटा घरका भाइ आपसमा झगडा गरे।,d̪ eː ʃ bʱ k  t̪ i l aː iː   s ɾ  ʋ oː p ɾ i   aː d̪ʱ aː ɾ   ɾ   ɾ aː ʂ  ʈ  ɾ   n i ɾ  m aː ɳ l aː iː   ə n  t̪ i m   l k  ʂ  j   b n aː eː ɾ   j u d̪  d̪ʱ aː ɾ m  bʱ   g ɾ eː k aː   p t̪ʰ  ʋ iː   d͡ʒ b   eː u ʈ aː   gʱ ɾ k aː   bʱ aː i   aː p s m aː   d͡ʒʱ g ɖ aː   g ɾ eː
train\Voice114.wav,तुलसीको मठलाई सफासँग लिपेर स्वच्छ बनाएको थियो ।,t̪ u l s iː k oː   m ʈʰ l aː iː   s pʰ aː s ̃ g   l i p eː ɾ   s  ʋ t͡ʃ  t͡ʃʰ   b n aː eː k oː   t̪ʰ i j oː  
train\Voice676.wav,शहरबाट सञ्चित गरेर ल्याएको कातर हृदयको भय उसको सङ्गतमा बिस्तार-बिस्तार लोप हुन लागेको जस्तो भयो ।,ʃ ɦ ɾ b aː ʈ   s ɲ  t͡ʃ i t̪   g ɾ eː ɾ   l  j aː eː k oː   k aː t̪ ɾ   ɦ d̪ j k oː   bʱ j   u s k oː   s ŋ  g t̪ m aː   b i s  t̪ aː ɾ b i s  t̪ aː ɾ   l oː p   ɦ u n   l aː g eː k oː   d͡ʒ s  t̪ oː   bʱ j oː  
train\Voice680.wav,नेपाली भाषा साहित्यिक दृष्टिले पनि निकै धनी छ।,n eː p aː l iː   bʱ aː ʂ aː   s aː ɦ i t̪  j i k   d̪ ʂ  ʈ i l eː   p n i   n i k ai   d̪ʱ n iː   t͡ʃʰ
train\Voice989.wav,"सान्नानीलाई मैले आदर-स्नेह गर्ने कुनै बाटो पाइनँ, केवल बनारसदेखि बचाएर राखेको एक आना पैसा मेरो खल्तीमा थियो ।",s aː n  n aː n iː l aː iː   m ai l eː   aː d̪ ɾ s  n eː ɦ   g ɾ  n eː   k u n ai   b aː ʈ oː   p aː i n ̃   k eː ʋ l   b n aː ɾ s d̪ eː kʰ i   b t͡ʃ aː eː ɾ   ɾ aː kʰ eː k oː   eː k   aː n aː   p ai s aː   m eː ɾ oː   kʰ l  t̪ iː m aː   t̪ʰ i j oː  
train\Voice1005.wav,हाम्रो गाउँको पूर्वपट्टिको सिमाना पनि यही नदी हो ।,ɦ aː m  ɾ oː   g aː u ̃ k oː   p uː ɾ  ʋ p ʈ  ʈ i k oː   s i m aː n aː   p n i   j ɦ iː   n d̪ iː   ɦ oː  
train\Voice974.wav,दरबारमा राजा-रानी र अरू राजपरिवारका प्राणीहरू सुतेका थिए ।,d̪ ɾ b aː ɾ m aː   ɾ aː d͡ʒ aː ɾ aː n iː   ɾ   ə ɾ uː   ɾ aː d͡ʒ p ɾ i ʋ aː ɾ k aː   p  ɾ aː ɳ iː ɦ ɾ uː   s u t̪ eː k aː   t̪ʰ i eː  
train\Voice788.wav,मा पूर्वपट्टि मुहडा गरेर बालुवाको राशिउपर कोल्टे पल्टेकी थिई ।,m aː   p uː ɾ  ʋ p ʈ  ʈ i   m u ɦ ɖ aː   g ɾ eː ɾ   b aː l u ʋ aː k oː   ɾ aː ʃ i u p ɾ   k oː l  ʈ eː   p l  ʈ eː k iː   t̪ʰ i iː  
train\Voice585.wav,त्यस कारणले हामीले सक्ने काम गरेर देशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।,t̪  j s   k aː ɾ ɳ l eː   ɦ aː m iː l eː   s k  n eː   k aː m   g ɾ eː ɾ   d̪ eː ʃ k oː   ə ʋ s  t̪ʰ aː l aː iː   ə d͡ʒʱ   g t̪ i l oː   b n aː u n u p ɾ  t͡ʃʰ
train\Voice556.wav,"जसमा अनेकानेक रङ्गका फूलका बिरुवाहरू सजाइएका छन्‌, सानो हावामा पनि चञ्चल भएर शिर हल्लाउन थाल्छन्‌ मानौं उत्साहको लहर तिनीहरूमा फैलिन पुगेको छ ।",d͡ʒ s m aː   ə n eː k aː n eː k   ɾ ŋ  g k aː   pʰ uː l k aː   b i ɾ u ʋ aː ɦ ɾ uː   s d͡ʒ aː i eː k aː   t͡ʃʰ n    s aː n oː   ɦ aː ʋ aː m aː   p n i   t͡ʃ ɲ  t͡ʃ l   bʱ eː ɾ   ʃ i ɾ   ɦ l  l aː u n   t̪ʰ aː l  t͡ʃʰ n    m aː n au ̃   u t̪  s aː ɦ k oː   l ɦ ɾ   t̪ i n iː ɦ ɾ uː m aː   pʰ ai l i n   p u g eː k oː   t͡ʃʰ  
train\Voice935.wav,मेरो एक्लो हृदयको सारा विकलतामा ती स्नेहका धूमिल रेखा अड्ण मायामय भएर गए; म भरिएँ र पुनः आमाको पिठयूँलाई अंकमाल गर्न पुगें ।,m eː ɾ oː   eː k  l oː   ɦ d̪ j k oː   s aː ɾ aː   ʋ i k l t̪ aː m aː   t̪ iː   s  n eː ɦ k aː   d̪ʱ uː m i l   ɾ eː kʰ aː   ə ɖ  ɳ   m aː j aː m j   bʱ eː ɾ   g eː   m   bʱ ɾ i eː ̃   ɾ   p u n ʰ   aː m aː k oː   p i ʈʰ j uː ̃ l aː iː   ə ̃ k m aː l   g ɾ  n   p u g eː ̃  
train\Voice527.wav,नेपाली सर्वप्रथम पुस्तकालयको निर्माणमा अगाडि बढाउने मान्छे जोन उड हुन्।,n eː p aː l iː   s ɾ  ʋ p  ɾ t̪ʰ m   p u s  t̪ k aː l j k oː   n i ɾ  m aː ɳ m aː   ə g aː ɖ i   b ɖʱ aː u n eː   m aː n  t͡ʃʰ eː   d͡ʒ oː n   u ɖ   ɦ u n 
train\Voice990.wav,नेपाल अधिराज्य भरका हिन्दूहरूले यो चाड धूमधामसँग मनाउँछन्।,n eː p aː l   ə d̪ʱ i ɾ aː d͡ʒ  j   bʱ ɾ k aː   ɦ i n  d̪ uː ɦ ɾ uː l eː   j oː   t͡ʃ aː ɖ   d̪ʱ uː m d̪ʱ aː m s ̃ g   m n aː u ̃ t͡ʃʰ n 
train\Voice683.wav,"‘दस कुवा बराबर एउटा पोखरी हुन्छ, दस पोखरी बराबर एउटा पुत्र हुन्छ, दस पुत्रहरू बराबर एउटा रुख हुन्छ।",d̪ s   k u ʋ aː   b ɾ aː b ɾ   eː u ʈ aː   p oː kʰ ɾ iː   ɦ u n  t͡ʃʰ   d̪ s   p oː kʰ ɾ iː   b ɾ aː b ɾ   eː u ʈ aː   p u t̪  ɾ   ɦ u n  t͡ʃʰ   d̪ s   p u t̪  ɾ ɦ ɾ uː   b ɾ aː b ɾ   eː u ʈ aː   ɾ u kʰ   ɦ u n  t͡ʃʰ
train\Voice113.wav,देशको भौतिक अवस्थामा गुणात्मक परिवर्तन गर्ने काम नै देश विकासको काम हो।,d̪ eː ʃ k oː   bʱ au t̪ i k   ə ʋ s  t̪ʰ aː m aː   g u ɳ aː t̪  m k   p ɾ i ʋ ɾ  t̪ n   g ɾ  n eː   k aː m   n ai   d̪ eː ʃ   ʋ i k aː s k oː   k aː m   ɦ oː
train\Voice913.wav,पालिकाबाट प्राप्त जानकारीअनुसार गत जेठदेखि हालसम्म इन्धन खर्चबापत मात्र चौंसट्ठी लाख छपन्न हजार रुपैयाँ भुक्तानी दिइएको हो ।,p aː l i k aː b aː ʈ   p  ɾ aː p  t̪   d͡ʒ aː n k aː ɾ iː ə n u s aː ɾ   g t̪   d͡ʒ eː ʈʰ d̪ eː kʰ i   ɦ aː l s m  m   i n  d̪ʱ n   kʰ ɾ  t͡ʃ b aː p t̪   m aː t̪  ɾ   t͡ʃ au ̃ s ʈ  ʈʰ iː   l aː kʰ   t͡ʃʰ p n  n   ɦ d͡ʒ aː ɾ   ɾ u p ai j aː ̃   bʱ u k  t̪ aː n iː   d̪ i i eː k oː   ɦ oː  
train\Voice161.wav,त्यसै गरी केटोहरूले घरघर गई देउसी खेल्ने दिन पनि यही हो।,t̪  j s ai   g ɾ iː   k eː ʈ oː ɦ ɾ uː l eː   gʱ ɾ gʱ ɾ   g iː   d̪ eː u s iː   kʰ eː l  n eː   d̪ i n   p n i   j ɦ iː   ɦ oː
train\Voice554.wav,"यहाँको यो ह्वाङ्ग खुला विराटतामा जसमा आधारका लागि केही कुरा पाइँदैन- दृष्टिसम्म कहीं अड्किन पाउँदैन, हराइएला जस्तो भय हुन्छ ।",j ɦ aː ̃ k oː   j oː   ɦ  ʋ aː ŋ  g   kʰ u l aː   ʋ i ɾ aː ʈ t̪ aː m aː   d͡ʒ s m aː   aː d̪ʱ aː ɾ k aː   l aː g i   k eː ɦ iː   k u ɾ aː   p aː i ̃ d̪ ai n   d̪ ʂ  ʈ i s m  m   k ɦ iː ̃   ə ɖ  k i n   p aː u ̃ d̪ ai n   ɦ ɾ aː i eː l aː   d͡ʒ s  t̪ oː   bʱ j   ɦ u n  t͡ʃʰ  
train\Voice759.wav,नेपालका प्रमुख समाचारपत्रहरूको बिक्री-वितरण निकै हुने गरेको पाइन्छ।,n eː p aː l k aː   p  ɾ m u kʰ   s m aː t͡ʃ aː ɾ p t̪  ɾ ɦ ɾ uː k oː   b i k  ɾ iː ʋ i t̪ ɾ ɳ   n i k ai   ɦ u n eː   g ɾ eː k oː   p aː i n  t͡ʃʰ
train\Voice803.wav,नेपाल वीरहरूको देश भनेर पनि चिनिन्छ।,n eː p aː l   ʋ iː ɾ ɦ ɾ uː k oː   d̪ eː ʃ   bʱ n eː ɾ   p n i   t͡ʃ i n i n  t͡ʃʰ
train\Voice747.wav,यसै दिन कालका देवता यमराज पनि आफ्नी बहिनी यमुना कहाँ टीका लगाउन जाने कथा हिन्दू पुराणमा उल्लेख गरिएको छ।,j s ai   d̪ i n   k aː l k aː   d̪ eː ʋ t̪ aː   j m ɾ aː d͡ʒ   p n i   aː pʰ  n iː   b ɦ i n iː   j m u n aː   k ɦ aː ̃   ʈ iː k aː   l g aː u n   d͡ʒ aː n eː   k t̪ʰ aː   ɦ i n  d̪ uː   p u ɾ aː ɳ m aː   u l  l eː kʰ   g ɾ i eː k oː   t͡ʃʰ
train\Voice23.wav,पुस्तकालय आज सबै मानिसले पढ्ने गर्छन।,p u s  t̪ k aː l j   aː d͡ʒ   s b ai   m aː n i s l eː   p ɖʱ  n eː   g ɾ  t͡ʃʰ n
train\Voice588.wav,नेपालमा एक पछि एक वीरहरूको जन्म भएको छ।,n eː p aː l m aː   eː k   p t͡ʃʰ i   eː k   ʋ iː ɾ ɦ ɾ uː k oː   d͡ʒ n  m   bʱ eː k oː   t͡ʃʰ
train\Voice641.wav,निराशा र कुण्ठ जागृत हुन् नदिई दलीय र व्यक्तिगत स्वार्थभन्दा माथि उठी राष्ट्रिय स्वार्थमा उनीहरूलाई प्रयोग गर्दा राष्ट्रको कायापलट नै हुन् गएको छ।,n i ɾ aː ʃ aː   ɾ   k u ɳ  ʈʰ   d͡ʒ aː g t̪   ɦ u n    n d̪ i iː   d̪ l iː j   ɾ   ʋ  j k  t̪ i g t̪   s  ʋ aː ɾ  t̪ʰ bʱ n  d̪ aː   m aː t̪ʰ i   u ʈʰ iː   ɾ aː ʂ  ʈ  ɾ i j   s  ʋ aː ɾ  t̪ʰ m aː   u n iː ɦ ɾ uː l aː iː   p  ɾ j oː g   g ɾ  d̪ aː   ɾ aː ʂ  ʈ  ɾ k oː   k aː j aː p l ʈ   n ai   ɦ u n    g eː k oː   t͡ʃʰ
train\Voice638.wav,बाँकी कारणले गर्दा समयमा वर्ष भई खेतीपाती हुने गर्छ।,b aː ̃ k iː   k aː ɾ ɳ l eː   g ɾ  d̪ aː   s m j m aː   ʋ ɾ  ʂ   bʱ iː   kʰ eː t̪ iː p aː t̪ iː   ɦ u n eː   g ɾ  t͡ʃʰ
train\Voice797.wav,नेपाली भाषा नेपालको प्रमुख भाषा हो।,n eː p aː l iː   bʱ aː ʂ aː   n eː p aː l k oː   p  ɾ m u kʰ   bʱ aː ʂ aː   ɦ oː
train\Voice919.wav,भान्सामा खान खान बस्दा मेरो दुवै आँखा चुल्होमा तताइराखेको दूधमा गोदिन्थें।,bʱ aː n  s aː m aː   kʰ aː n   kʰ aː n   b s  d̪ aː   m eː ɾ oː   d̪ u ʋ ai   aː ̃ kʰ aː   t͡ʃ u l  ɦ oː m aː   t̪ t̪ aː i ɾ aː kʰ eː k oː   d̪ uː d̪ʱ m aː   g oː d̪ i n  t̪ʰ eː ̃
train\Voice936.wav,बताउँदै कर्बीले रुसले इरानसँग अस्त्रको विकास तथा तालिमका क्षेत्रमा सहकार्य गर्न खोजिरहेको दाबी गरे ।,b t̪ aː u ̃ d̪ ai   k ɾ  b iː l eː   ɾ u s l eː   i ɾ aː n s ̃ g   ə s  t̪  ɾ k oː   ʋ i k aː s   t̪ t̪ʰ aː   t̪ aː l i m k aː   k  ʂ eː t̪  ɾ m aː   s ɦ k aː ɾ  j   g ɾ  n   kʰ oː d͡ʒ i ɾ ɦ eː k oː   d̪ aː b iː   g ɾ eː  
train\Voice853.wav,अनुशासन' ;शासन' शब्दका अगिल्तिर 'अनु' उपसर्ग लागि बनेको शब्द हो।,ə n u ʃ aː s n   ʃ aː s n   ʃ b  d̪ k aː   ə g i l  t̪ i ɾ   ə n u   u p s ɾ  g   l aː g i   b n eː k oː   ʃ b  d̪   ɦ oː
train\Voice8.wav,त्यसै गरी विश्वको कुनाकुनामा शान्तिको संदेश छरी अमर बन्न पुगेका शान्तिका अग्रदुत गौतम बुद्ध पनि मेरै देशका बासिन्दा हुन्।,t̪  j s ai   g ɾ iː   ʋ i ʃ  ʋ k oː   k u n aː k u n aː m aː   ʃ aː n  t̪ i k oː   s ̃ d̪ eː ʃ   t͡ʃʰ ɾ iː   ə m ɾ   b n  n   p u g eː k aː   ʃ aː n  t̪ i k aː   ə g  ɾ d̪ u t̪   g au t̪ m   b u d̪  d̪ʱ   p n i   m eː ɾ ai   d̪ eː ʃ k aː   b aː s i n  d̪ aː   ɦ u n 
train\Voice594.wav,यदि आमाले बोलेको नसुनेको भए यो ध्वनिहीन लोकमा त्यसै प्राणान्त हुने थियो ।,j d̪ i   aː m aː l eː   b oː l eː k oː   n s u n eː k oː   bʱ eː   j oː   d̪ʱ  ʋ n i ɦ iː n   l oː k m aː   t̪  j s ai   p  ɾ aː ɳ aː n  t̪   ɦ u n eː   t̪ʰ i j oː  
train\Voice688.wav,रङ्गै रङ्गको सुन्दर सृष्टि इन्द्रेणी हो।,ɾ ŋ  g ai   ɾ ŋ  g k oː   s u n  d̪ ɾ   s ʂ  ʈ i   i n  d̪  ɾ eː ɳ iː   ɦ oː
train\Voice926.wav,"पछवरिया धारामा नुहायौं, एकछिन पौड्यौं ।",p t͡ʃʰ ʋ ɾ i j aː   d̪ʱ aː ɾ aː m aː   n u ɦ aː j au ̃   eː k t͡ʃʰ i n   p au ɖ  j au ̃  
train\Voice20.wav,"हामी रिस,राग,कपट र छल कहिले गर्दैनौ।",ɦ aː m iː   ɾ i s ɾ aː g k p ʈ   ɾ   t͡ʃʰ l   k ɦ i l eː   g ɾ  d̪ ai n au
train\Voice609.wav,"काशीको मुख्य क्रा हो, त्यहाँका ढुङ्गा, पत्थर जो यहाँ आएर मेरो बालक मनमा तीक्ष्ण अनुभवको रूपमा बारम्बार प्रकट।",k aː ʃ iː k oː   m u kʰ  j   k  ɾ aː   ɦ oː   t̪  j ɦ aː ̃ k aː   ɖʱ u ŋ  g aː   p t̪  t̪ʰ ɾ   d͡ʒ oː   j ɦ aː ̃   aː eː ɾ   m eː ɾ oː   b aː l k   m n m aː   t̪ iː k  ʂ  ɳ   ə n u bʱ ʋ k oː   ɾ uː p m aː   b aː ɾ m  b aː ɾ   p  ɾ k ʈ
train\Voice826.wav,यसले जीवनको विकासमा ठुलो भूमिका खेलेका हुन्छन।,j s l eː   d͡ʒ iː ʋ n k oː   ʋ i k aː s m aː   ʈʰ u l oː   bʱ uː m i k aː   kʰ eː l eː k aː   ɦ u n  t͡ʃʰ n
train\Voice860.wav,मित्रहरु ! यि ति नारीहरु हुन् जसको हातमा प्रसस्त अवसर थियो ।,m i t̪  ɾ ɦ ɾ u     j i   t̪ i   n aː ɾ iː ɦ ɾ u   ɦ u n    d͡ʒ s k oː   ɦ aː t̪ m aː   p  ɾ s s  t̪   ə ʋ s ɾ   t̪ʰ i j oː  
train\Voice786.wav,"हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।",ɦ aː m iː   t̪ u l s iː   ʋ ɾ   p iː p l   aː d̪ i l aː iː   p uː d͡ʒ aː   g ɾ  t͡ʃʰ au ̃
train\Voice80.wav,मेरो देश विश्वमै एक भूपरिवेष्ठित देशका रुपमा चिनिन्छ।,m eː ɾ oː   d̪ eː ʃ   ʋ i ʃ  ʋ m ai   eː k   bʱ uː p ɾ i ʋ eː ʂ  ʈʰ i t̪   d̪ eː ʃ k aː   ɾ u p m aː   t͡ʃ i n i n  t͡ʃʰ
train\Voice809.wav,नेपाल विभिन्न जातिहरूको संगम स्थल पनि हो।,n eː p aː l   ʋ i bʱ i n  n   d͡ʒ aː t̪ i ɦ ɾ uː k oː   s ̃ g m   s  t̪ʰ l   p n i   ɦ oː
